车上，有人手机被偷，身边的人都在抱怨埋怨，也许这就是“针 不刺到肉 不知痛”的道理吧！@[感冒]因为我有过这样的经历，非常理解受害者的心情，所以，让我慢慢地等待。302a公交车 http://t.cn/R2W6bmf ?,0
台风出来压压惊[允悲]#吹啊吹啊我的骄傲# http://t.cn/z8AG1mn ?,1
分手的时候我觉得是解脱了，可以像以前一样随便暧昧，可也才一个多月，我就开始疯狂想你，但是我却忘了最开始提分手的是你，挽不回的也是你 http://t.cn/RLjSEsp ?,0
#戚薇高铁摆拍# 论高铁??摆拍，还是我戚最美[羞嗒嗒][羞嗒嗒][羞嗒嗒]@戚薇 http://t.cn/R2dUByS ?,0
嘻嘻 http://t.cn/RyhHmFm ?,0
66666 http://t.cn/RM5L59B http://t.cn/RC9UyRc ?,0
第一次尝试做包子 感觉还不错 http://t.cn/R2WiGWf ?,0
??顾客一个月结束，瘦了7???9??斤！[拳头][拳头]她说整个人瘦一圈，行动轻松了！明天继续开始第二盒！ http://t.cn/R2WxlPJ http://t.cn/RCNL3SO ?,0
其实，很多人为什么都扛单呢？原因是没有合理的规则，或者有规则而没有去执行规则，那相当还是没有规则！规则不明确，不知何时进，何时出，进多少，出多少等！这是知的范畴，呵呵，最后还有一步行的问题！知遇行难，市场是不确定性的，不要去分析预测，只能分类应对！一旦入场了，市场会以它的方式运行 ?,0
想吃生蚝一发不可收拾[馋嘴][馋嘴][馋嘴] http://t.cn/8sXcYPK ?,0
"mmp,终于拆线了 http://t.cn/Rxgu7uy ?",0
@JUNPING俊平  @俊平大魔王  收到了[嘻嘻][嘻嘻][嘻嘻] http://t.cn/RyhjdqN ?,0
每次练舞后就像饿了好几天的??，我特别想吃[笑cry][笑cry][笑cry]。。。。特别是经过楼下的寿司店 http://t.cn/R2WiUsV http://t.cn/RCNUyLT ?,0
医院的护士姐姐妹妹都好漂亮！！！真的好漂亮 http://t.cn/z8AaN4L ?,0
感觉好似没有以前好次还遇到神经病 http://t.cn/RyCqdrB ?,0
马上七夕了?? http://t.cn/RJ2TU6b ?,0
外边儿大风大雨家里一点存粮都没了，饿得直抽抽，正在考虑要不要趁台风完全登录之前逛趟超市，毕竟一餐不吃就饿的慌[抓狂][抓狂][抓狂] http://t.cn/Rxr1SP7 ?,1
小刘司机 http://t.cn/R5dgyVl ?,0
那一年，我9岁，她11岁，我告诉我将来要娶她，她也很调皮的回答我：“好啊”！ 那一年，我12岁，她14岁，她高我一头，我抬着头说我喜欢她，她怔怔听着，没说话，便转过头去，不再望我。 那一年，我18岁，她20岁，我已经在外工作一年了，她还上着重点大学，我再也说不出口我喜欢她，因为我觉得自己根本 ?,0
嘻嘻嘻 http://t.cn/RX3o8uJ ?,0
半夜了还在压马路?????? http://t.cn/RI1ENXb ?,0
黑云压城，暴风雨就要来临～ http://t.cn/RI1ENXb ?,1
有时像患了忧郁症一样，会突然心情不好。偶尔像患了自闭症似的，会突然不想说话。 ? ???? http://t.cn/RxrL8vB ?,0
?? 为什么有些女性总是怀不上？1??雌激素水平异常，孕酮偏低 2??子宫内膜过薄，增生异常3??子宫内毒素过多4??输卵管堵塞精子无法与卵子结合5??宫冷、宫寒、宫不养胎，阴冷又从不打扫的房子怎么能孕育健康的新生命？ http://t.cn/R2Wiiix ?,0
加油。 http://t.cn/R2WxnbA ?,0
创始于1933年的广州老字号茶楼“点都得”，广东话意思是“怎么样都可以”，名字里都流露着广东人喝早茶时的那种随心惬意的情调。不同于其他茶楼，点都德用的都是小炉铜壶，功夫茶具，水慢慢煮，茶一杯杯泡，一切都好像停留在那个慢悠悠的年代。 http://t.cn/R2WJ7w8 ?,0
請求支援@新会网 http://t.cn/zRp0IAt ?,1
广州古老建筑街道，走进文明路，只为一美食[挤眼] http://t.cn/RJZz3VL ?,0
脑子越来越不好使了自己放的东西老是找不着放哪儿了如果我喊一声就会自己出来该多好啊[笑cry][笑cry][笑cry] http://t.cn/RyhH7Mx ?,0
心里堵[感冒] http://t.cn/z8n5Zgl ?,0
呼朋唤友赚现金！有福同享千万现金人人有份！有微博就能借钱，首次到店的客官可享受3天免息哦～http://t.cn/RC9H6gF http://t.cn/RJU47qA ?,0
台风吹得我措手不及 http://t.cn/R2WxELY ?,1
用了这么久，也该给张老板回馈点啥了[微笑][微笑]@刘作虎  @一加手机 http://t.cn/zQk675W ?,0
??碧斯诺兰APP，尽选你所爱 http://t.cn/RIBUHXw ?,0
情迷&艳遇 http://t.cn/R2L83Uf ?,0
#律师# 这个行业，哪有下班的说法？这个点，是会饿的[微笑] http://t.cn/R2WxEin ?,0
天鸽来了，今晚做药膳鸽 http://t.cn/R2W6KAP ?,1
存活确认[允悲][允悲] http://t.cn/Ry6bvy9 ?,1
昨晚上港4：0大胜恒大，很精彩！但上港要成为新霸主，需要再接再厉，在中超挑落恒大，夺取冠军！中超需要更多的强队，争夺冠军，提高竞争力，提高竞争水平！中国需要更多的优秀本土球员与教练员，需要团结，需要去除崇洋媚外，提高自信心！恒大对确实提高了中超的水平与知名度，但恒大依赖外援外教加深 ?,0
过去的人让我万劫不复，我不可能回头了，因为已经撕破脸了！最重要的是我这个可以依靠的家。 http://t.cn/RyhlbJ3 http://t.cn/RCSosld ?,0
直径有一米宽，深有几十厘米的大坑，在广州市荔湾区文昌北路段，台风天我亲眼见到因为积水而没注意的司机受害，撞到了快递小哥的车，望重视，重视重视@广州交通 @广州交通 @广州交通 http://t.cn/R2WiKAq ?,1
从化荔枝。@拍拍从化 http://t.cn/RCNO0ze ?,0
醉美武夷山[爱你] http://t.cn/z82MMfK ?,0
没有人喜欢孤独只是害怕失去 http://t.cn/R2WxELY ?,0
【三分钟速览：会晤志愿者是怎样炼成的？】随着金砖会晤日期临近，厦门正吸引着全世界的目光。志愿者作为会晤保障工作的中坚力量和城市形象大使，将通过弘扬“奉献、友爱、互助、进步”的志愿精神，向全世界展示一个更加开放、更加包容、更加文明的厦门。如何成为会晤志愿者？他们又将承担哪些工作？↓ ?,0
请问你是来广州旅游的么        不、我明明是来广州看“雨神”的[微笑] http://t.cn/z8ASdw8 ?,1
早安，不开心的时候尽量找能让自己开心的事情，毕竟人生不容易，能笑的时候别哭！ http://t.cn/Rc1HEy4 ?,0
我的心里，住不下一个诗人，也活不过一个青春想追寻，爱情最根本的样子。拉拉手都会羞涩，一朵玫瑰都会称得上千言。 http://t.cn/R2dURjM ?,0
好生气啊但是不能正面怼[微笑]傻逼房东每次出了事都觉得自己没问题，天灾被我遇上我有什么办法，我踏马就是告知你这个窗户不是我们人为的，这么自私的人我真的是服了。好气啊！！！还好只住半年，公司赶紧搬吧[允悲][允悲] http://t.cn/R2WidRY ?,1
还没开始就结束了，我能怎么办昵[允悲][允悲]#花式比心##荷包蛋蛋君# http://t.cn/R2WxELY ?,0
#宝宝的小情绪# 第二天，有那么点感觉，得看看后面的坚持。坚持做好一件事 http://t.cn/RJhitUZ ?,0
台风来了当风筝起飞啦[嘻嘻] http://t.cn/R2Wxnmy ?,1
明天和意外不知道哪个先来，所以存在一份安全的事业备胎多么重要？台风天被刮跑的财富不是保险能赔的！所以防患于未然吧！！！ http://t.cn/zQeGt1X ?,0
6days#宝宝的小情绪# http://t.cn/Ryh9FIL ?,0
早安哦这里一个校服变态狂，我在厦门要开学了你们呢[爱你] http://t.cn/R4GPm5u ?,0
踏遍每一处。 http://t.cn/RCI4Rt3 ?,0
夜宵美照[污] http://t.cn/Ryh9bwb ?,0
.可愛滴????娘親大人...又窩心又可愛！！！免費短信......?????? http://t.cn/8kdKwQN ?,0
简餐。茶油拌饭。生活。忙中平淡。 http://t.cn/R2WJELh ?,0
台风过后，一片狼藉[晕][晕]大树??连根拔起 http://t.cn/RyhW9Bs ?,1
欢迎光临新成员(??????)名字叫啥？赤炼啥啥啥的就叫你小红吧…害羞的孩子[doge]还挺凶…被咬几口喝了我的血要乖乖听话[doge]不然叫蛇总吃了你 ?,0
有些人，有些事，不想再说拉，只能成为过去式，能成为朋友的，自然就是，不能成的，你就是把心挖出来送出去，也成不了朋友。做好自己不想太多，不管太多，不问太多。平常心对待 http://t.cn/R2WxnbA ?,0
请大家来找茬[憨笑][憨笑][憨笑] http://t.cn/RC9Y6yX ?,0
什么是爱情？就是两个人丑的跟猪似的，还担心对方被抢走，搂的噔噔的！温情提示：情人节将至，守好你的猪啊[偷笑][偷笑][偷笑] http://t.cn/RyagNie ?,0
【夜间巡查，护卫平安。】为确保高铁线路的安全，尤溪所组织线路民警和护路员开展夜间巡查，对线路重点区段、应急疏散通道、高铁岗亭、桥下防护网等开展夜间巡查，并对护路员岗位状态进行检查，加强教育管理，增加巡逻频次，确保夜间线路安全。 ????@南昌铁路公安局  @福州铁路公安处  @人民铁道网 ?,0
“随着年龄的增长，人总是要变得越来越宽容、越来越务实；所以，很多无可奈何的事情到最后并不是真的解决了，而是'算了吧'。” ??? http://t.cn/RJyUxm5 ?,0
做最真实的自己~单纯、天真。即使那是傻~也会相信世界上会有喜欢这样傻傻的我的人。不想改变自己~是因为不想自己活得太累。 http://t.cn/R2dUdBk ?,0
还是韩剧里的炒年糕多好吃[哆啦A梦美味] http://t.cn/Ra9qcB3 ?,0
??回到老年时期 http://t.cn/R2Wi0kf http://t.cn/RC9258G ?,0
超级好用的滚轮BB随时补妆随时防晒 http://t.cn/R2dyPiB http://t.cn/RC9PyO1 ?,0
今晚又炒面吃。[爱你] http://t.cn/R2dUrdZ ?,0
记忆 http://t.cn/R42av61 ?,0
没什么事就在家撸妆打王者吧 还出去等吹风吗 http://t.cn/R2dUn59 ?,0
赵奕欢说：??运动完洗，用自己带着茧子得手唰唰滴洗澡洗头发享受泡泡的香味，然后吹都不吹背包直接跑出门～姐的人生好欢快???? ???————笛梵洗护 http://t.cn/R2WJCGP ?,0
分享图片 http://t.cn/RxeDRSS ?,0
睡不着了 http://t.cn/R2dURON ?,0
[围脖] http://t.cn/R2LRlI9 ?,0
领导不说放假班还是上 结果刚出门就全身湿晒[摊手]#台风天鸽# http://t.cn/RI1ENXb http://t.cn/RCSk8Ik ?,1
每天一瓶正能量，一个月后，我会不会变成了能量[嘻嘻][嘻嘻] http://t.cn/RyhYVCn ?,0
如果你太在意别人的看法，那么你的生活将变成这条裤衩。别人放什么屁，你都得接着……………最后干稀碎！ http://t.cn/R2dU8vE ?,0
#我有一个动物头# http://t.cn/RxrL8vB ?,0
#欧亚达广州黄石店五周年店庆# zuzhouni欧亚达五周年店庆 http://t.cn/R22lfN4 http://t.cn/RCoxCOy ?,0
我是真的生气了，这该死的台风、还我花来[泪][泪][泪] http://t.cn/R2dURYb ?,1
我自己看的都脖子疼，你们呢[可爱] http://t.cn/RZrnAG6 ?,0
我刚说完今天送外卖的就悲催了那个送外卖的就路过门口大风一吹   那个篮子里的外卖都吹出去了然后他就跑到我们店里躲雨 http://t.cn/R2dUgUy ?,1
一直以来只要他找我玩的时候，找不到我，总有人跟他说姑姑跟哥哥（我男朋友）去约会了，以至于今天他跟我视频要看一下我爸，然后他就问我“燕玲姑姑，阿老舅刀地仔”，我跟他说老舅去别人家里坐了，他居然问我老舅是不是去约会了[哈哈][哈哈][哈哈]#宝宝的小情绪# http://t.cn/R2dUE9k ?,0
分享图片 http://t.cn/RyhaSLh ?,0
看 二次元的打工狼ww！感谢探班@隐姓埋名的某烈 超开心ww http://t.cn/R9SH1wu ?,0
#生活正能量打卡#早晨 http://t.cn/R2d4hHC ?,0
大台风  只能躲在酒店玩自拍了不要催我发照片嘛  我给你们看视频啦～ http://t.cn/Ry6bvy9 http://t.cn/RCKRpdH ?,1
天鸽路过，一片狼藉，移动连信号都没有了[悲伤][悲伤] http://t.cn/RyvC9nq ?,1
yep http://t.cn/z8A6nMg ?,0
小时候回忆 http://t.cn/R2WxELY ?,0
??      没有行动，懒惰就会生根发芽!没有梦想，堕落就会生根发芽!时间越长，根就越深!到时候想站起来是件很困难的事!所以，为了很好的站着，就不要停下你的脚步!越努力越幸运，不要给年轻找太多借口，现在你能做的，除了努力，别无其他。 http://t.cn/R2dUdBk http://t.cn/RCo1JXY ?,0
在航洋4楼刚刚吃过晚饭，2个女非要马上去吃甜品，下到一楼看见满记甜品就进去了，看见一份甜品30-40块钱我就不舍得点了，她们两个豪不犹豫地点了一份33元，一份36元，她们全程低头吃自己的甜品，全程没有一个女说:妈妈你也一起吃吧！我心瞬间凉透了，自己全程不说一句话，自己低着头假装完手机，吃完我 ?,0
书店书店我爱书店 http://t.cn/RG0jpZo ?,0
#带着微博去旅行#爱你每一天，可惜又病了[感冒][生病]http://t.cn/RCoDhkm http://t.cn/R2WJ0VR ?,0
幸亏我比较壮，要不然台风就把我带走了[微风][微风][微风] http://t.cn/z8Aecwh ?,1
放开我，我要去上班[喵喵] http://t.cn/zQH60BC ?,0
180元  号码:   40-45 简介:  耐克 酷动城男子FREE TRAINER综合训练鞋 运动鞋 http://t.cn/R2WxlPJ ?,0
清晨起来，内心一丝丝的忧伤！ http://t.cn/RyhYLJg http://t.cn/RCSnzbJ ?,0
經得起時間推敲的喜愛、都值得被认真對待。  ? http://t.cn/z89NmSz ?,0
“天鸽”过后@余承东 http://t.cn/RI1ENXb ?,1
有时候，感觉自己很矫情，想一个人想到流眼泪，是一时的感觉 还是内心深处的永恒，以后会一点一点的验证！我爱你！ http://t.cn/R2WJNZA ?,0
下雨堵车[怒] http://t.cn/R2dURQa ?,1
没有很开心 也没有很伤心 平常心 http://t.cn/R2WxELY ?,0
美好的一天从一顿美好的早餐开始[兔子]八婆婆，值得等待！ http://t.cn/8k6GjIf ?,0
分享图片 http://t.cn/R2dURHp ?,0
生日快乐??愿越来越好[心] http://t.cn/RV12Xvv ?,0
2017 Guangdong fashion week 第三天 http://t.cn/RyhYYmb ?,0
管住嘴迈开腿?? http://t.cn/R2WiLB7 ?,0
有时候陪伴比任何东西都好，但是往往越简单的东西你确实越不容易得到，世界就是这样子……你不想接受，你就的想着失去它…… http://t.cn/Ryh0p8u ?,0
風好大 http://t.cn/R2Wi9KW ?,1
吃是大事 http://t.cn/R2WJjgQ ?,0
#中国有嘻哈# 想不到我这么死板的人居然会喜欢中国有嘻哈，刷TT，刷欧阳靖，还被老吴深深圈粉。[摊手]想起学生时代，最常听的是周杰伦的歌，最喜欢潘玮柏的那首我想更懂你，也许骨子里的我本来就喜欢这种文化，而且根深蒂固[心] http://t.cn/R2WxnKe ?,0
冒个泡还是需要的 http://t.cn/R2WJ0N4 ?,0
几百年没正经买过运动鞋，可见我健身的决心[加油][加油] http://t.cn/R2W6Cq2 ?,0
台风你好呀[微风][微风] http://t.cn/RJASbQB ?,1
想您了，特别是今晚，非常非常想！要是您还在该多好～ ???心里深处始终还是接受不了您离开的这个事实！ http://t.cn/RxkXoPW ?,0
#宝宝的小情绪# 好久好怀念@李錦儀- [太开心] http://t.cn/z8Aeuzc ?,0
?? ?? 【组合2套餐精准引流】艾艾贴推广??单子真的是扎堆来了[酷]想要精准客源来找我就对了? http://t.cn/RzKHcsb ?,0
广州这个鬼天气真是宇宙第一 http://t.cn/RJ4UVrF ?,1
烦烦烦 http://t.cn/R2W6US4 ?,0
@SpeXial-宏正Wes   金鐘獎入圍欸！恭喜我的哥，替你開心耶~~~ ??? http://t.cn/R2WJCGP ?,0
谁说走路就是拼步数，走过1000就算赢！我已经在http://t.cn/RAieSKD完成了首个千步行走，赢得蜗牛侠勋章一枚！等你来走！ http://t.cn/R2dyArc ?,0
睇新闻，话台风下午响屋企登陆，今晚返有无危险！[允悲] http://t.cn/z8AuA9d ?,1
#广东农村调研# 今天天气好的不得了走访也很顺利只是突然觉得我们的力量真的是太有限了有心无力的感觉好难受。 http://t.cn/R2dU3SB ?,0
“天鸽”来了... http://t.cn/R2WihRR ?,1
[羞嗒嗒] http://t.cn/Rtef2yi ?,0
放松一下谁来点个赞唱的不好[可爱][可爱] http://t.cn/Rtnr6TW http://t.cn/RCNHzih ?,0
最喜欢??的彤 http://t.cn/RyhTY4o ?,0
金字塔，有没有[下雨] http://t.cn/R2WxEO3 ?,0
分享图片 http://t.cn/8sxE45V ?,0
生活就像十字绣一样，一针一针的来 http://t.cn/R2dy7eh ?,0
快到广州了[怒骂] http://t.cn/R2dUdlN http://t.cn/RCKK9ia ?,0
七夕??要送就要送点有颜值的东西啊哈哈哈 因为这样才有点美的东西晒圈圈???? 来吧 不管你有没有另一半 都买起来?? 真的太美腻 http://t.cn/RyoA9C3 ?,0
芗城区江滨花园附近有纹身师介绍吗？ 黑色胎记要遮盖 在胸前[污][污][污] http://t.cn/R2WiZuL ?,0
最佳之秀           我是一个行走的手机壳? http://t.cn/R2WJNhn ?,0
每一块乌云都镶着银边 所以，遭遇才会特别明显…… http://t.cn/R2WJATF ?,0
